idx	name	new_name	smiles	inchikey
297	JW74	JW74	CC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(N3C4=CC=C(C=C4)OC)C5=CC=NC=C5	KRIKILRRJCIWNB-UHFFFAOYSA-N
298	Alisertib	Alisertib	COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC	ZLHFILGSQDJULK-UHFFFAOYSA-N
299	Imatinib	imatinib	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5	KTUFNOKKBVMGRW-UHFFFAOYSA-N
300	DNMDP-2	DNMDP-2	CCN(CC)C1=CC=C(C=C1)C2=NNC(=O)C[C@H]2C	KQXRMGFFTUWZBC-LLVKDONJSA-N
301	RAF265	RAF265	CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F	YABJJWZLRMPFSI-UHFFFAOYSA-N
302	Mps1-IN-1 (dihydrochloride)	Mps1-IN-1 (dihydrochloride)	CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=C(C=C(C=C4)N5CCC(CC5)O)OC.Cl.Cl	HFJLUXGXTPNYTQ-UHFFFAOYSA-N
303	AZD4547	AZD4547	C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC	VRQMAABPASPXMW-HDICACEKSA-N
304	BRD1172	BRD1172	CC1(CC2=C([C@H](C3=C(NNC3=N2)C(F)(F)F)C4=CC=CC=C4OC)C(=O)C1)C	YWMJEKUKEKXNSA-CQSZACIVSA-N
305	dactolisib	Dactolisib	CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5	JOGKUKXHTYWRGZ-UHFFFAOYSA-N
306	dacarbazine	dacarbazine	CN(C)NN=C1C(=NC=N1)C(=O)N	OMJKFYKNWZZKTK-UHFFFAOYSA-N
307	9-[2-(1H-benzimidazol-2-yl)ethyl]carbazole	9-[2-(1H-benzimidazol-2-yl)ethyl]carbazole	C1=CC=C2C(=C1)C3=CC=CC=C3N2CCC4=NC5=CC=CC=C5N4	JOYQBQFJPLXICC-UHFFFAOYSA-N
308	T0901317	T0901317	C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O	SGIWFELWJPNFDH-UHFFFAOYSA-N
309	Silmitasertib	Silmitasertib	C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)O	MUOKSQABCJCOPU-UHFFFAOYSA-N
310	ML-030	ML-030	COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)OC)OC	DZAUSKKPHXFGNN-UHFFFAOYSA-N
311	CAY10594	CAY10594	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5C=C4	FAIFAFUXFFWVNQ-UHFFFAOYSA-N
312	200484-11-3	200484-11-3	C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl	BOIPLTNGIAPDBY-UHFFFAOYSA-N
313	1262770-73-9	1262770-73-9	CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3	DGRJOOOHPBSAHD-UHFFFAOYSA-N
314	77307-50-7	SL0101	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C	SXOZSDJHGMAEGZ-IGKKHSBFSA-N
315	821794-90-5	CMK	CC1=CC=C(C=C1)C2=C(N(C3=C2C(=NC=N3)N)CCCO)C(=O)CCl	PELFTNQHGSITLB-UHFFFAOYSA-N
316	3-fluoro-N-[(2S,3S,6S)-2-(hydroxymethyl)-6-[2-(4-methylpiperazin-1-yl)-2-oxoethyl]-3,6-dihydro-2H-pyran-3-yl]benzenesulfonamide	3-fluoro-N-[(2S,3S,6S)-2-(hydroxymethyl)-6-[2-(4-methylpiperazin-1-yl)-2-oxoethyl]-3,6-dihydro-2H-pyran-3-yl]benzenesulfonamide	CN1CCN(CC1)C(=O)C[C@H]2C=C[C@@H]([C@H](O2)CO)NS(=O)(=O)C3=CC=CC(=C3)F	BAJOMULNWMTCGT-BPQIPLTHSA-N
317	Ibrutinib	ibrutinib	C=CC(=O)N1CCC[C@H](C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N	XYFPWWZEPKGCCK-GOSISDBHSA-N
318	CHEBI:94110	CHEBI:94110	COC(=O)C(CC#CC1=CC2=C(C=C1)NC(=O)[C@@]23[C@H]([C@@H]4C(=O)O[C@H]([C@H](N4[C@H]3C5=CC=CC=C5OCCO)C6=CC=CC=C6)C7=CC=CC=C7)C(=O)N8CCN(CC8)C9=NC=CC=N9)C(=O)OC	SIAMCPDTZJAYRI-XDWJUNQNSA-N
319	Tanespimycin	Tanespimycin	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC	AYUNIORJHRXIBJ-TXHRRWQRSA-N
320	BRD-6929	BRD-6929	CC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N	ABZSPJVXTTUFAA-UHFFFAOYSA-N
321	Navitoclax	Navitoclax	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	JLYAXFNOILIKPP-KXQOOQHDSA-N
322	BAM7	BAM7	CCOC1=CC=CC=C1NN=C2C(=NN(C2=O)C3=NC(=CS3)C4=CC=CC=C4)C	KOCVKGYKBLJEPK-UHFFFAOYSA-N
323	SCH-79797	SCH-79797	CC(C)C1=CC=C(C=C1)CN2C=CC3=C2C=CC4=C3C(=NC(=N4)NC5CC5)N	AVXQPEKZIGPIJW-UHFFFAOYSA-N
324	NA	NA	C[C@@H]1CC[C@H]2C[C@@H](C(=CC=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)C)OC	CBPNZQVSJQDFBE-RERLVDEVSA-N
325	Temsirolimus	temsirolimus	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC	CBPNZQVSJQDFBE-FUXHJELOSA-N
326	1035072-16-2	1035072-16-2	COC1=C(C=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl)Cl	UNVKYJSNMVDZJE-UHFFFAOYSA-N
327	315183-21-2	PAC-1	C=CCC1=CC=CC(=CNNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)C1=O	XSGXRYNZNGUGEJ-UHFFFAOYSA-N
328	phloretin	phloretin	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	VGEREEWJJVICBM-UHFFFAOYSA-N
329	Spautin-1	Spautin-1	C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F	AWIVHRPYFSSVOG-UHFFFAOYSA-N
330	NA	NA	COC1=CC=C(C=C1)CN2C(=O)C3C(C4=CC=CC=C4CC35CCCC5)N6C2=NN=N6	UBRVGBLDXDOETM-UHFFFAOYSA-N
331	OSI-930	OSI-930	C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F	FGTCROZDHDSNIO-UHFFFAOYSA-N
332	BRD-K20514654-001-01-8	BRD-K20514654-001-01-8	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@]1(CCC/C=C\CCC[C@](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)O)CCCNC(=N)N)CCCNC(=N)N)(C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCNC(=O)C	GGLDQJNBYFODOM-HQYAZLBHSA-N
333	648903-57-5	BAY-61-3606	COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC.Cl.Cl	SPMFEULFGGPQLN-UHFFFAOYSA-N
334	Fingolimod	fingolimod	CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N	KKGQTZUTZRNORY-UHFFFAOYSA-N
335	S-Trityl-L-cysteine	S-Trityl-L-cysteine	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)SC[C@@H](C(=O)O)N	DLMYFMLKORXJPO-FQEVSTJZSA-N
336	A-770041	A-770041	CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=C(C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)C(=NC=N4)N	ZMNWFTYYYCSSTF-UHFFFAOYSA-N
337	GSK461364	GSK461364	C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N	ZHJGWYRLJUCMRT-QGZVFWFLSA-N
338	SCHEMBL2586580	SCHEMBL2586580	CC1=CC(=C(C(=O)N1)CNC(=O)C2=CC(=CC3=C2C=NN3C(C)C)Br)C	RNEUKQLFDMRMOV-UHFFFAOYSA-N
339	Abiraterone	Abiraterone	C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O	GZOSMCIZMLWJML-VJLLXTKPSA-N
340	NA	NA	CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	DITHCWPOTBUPEG-XVPYERJWSA-N
341	MI-1	MI-1	CC1(CN=C(S1)N2CCN(CC2)C3=C4C5=C(CCCC5)SC4=NC=N3)C	MNSXQGKLDTVOLP-UHFFFAOYSA-N
342	182498-32-4	182498-32-4	C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br	MQBZVUNNWUIPMK-UHFFFAOYSA-N
343	CHEMBL2143553	CHEMBL2143553	C[C@@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=NC=C3)O[C@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@H](C)CO	DNKUYHDHYPGMDW-DVHCVUMVSA-N
344	ethyl 5,5,7,7-tetramethyl-2-(5-nitrothiophene-2-carboxamido)-4,5,6,7-tetrahydrothieno[2,3-c]pyridine-3-carboxylate	ethyl 5,5,7,7-tetramethyl-2-(5-nitrothiophene-2-carboxamido)-4,5,6,7-tetrahydrothieno[2,3-c]pyridine-3-carboxylate	CCOC(=O)C1=C(SC2=C1CC(NC2(C)C)(C)C)NC(=O)C3=CC=C(S3)[N+](=O)[O-]	DWGSXNATVAGHKZ-UHFFFAOYSA-N
345	Glutaminase C-IN-1	Glutaminase C-IN-1	CC1(CC2=C(C(NC3=C2C4=CC=CC=C4C=C3)C5=CC(=C(C=C5)N(C)C)Br)C(=O)C1)C	NVFRRJQWRZFDLM-UHFFFAOYSA-N
346	Valisone	Valisone	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	UREBDLICKHMUKA-UHFFFAOYSA-N
347	GSK429286A	GSK429286A	CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F	OLIIUAHHAZEXEX-UHFFFAOYSA-N
348	NA	NA	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O.CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C	WCYZOWPJDCCRQN-PEWBGEMNSA-N
349	JW 480	JW 480	CC(C)C1=CC=CC=C1OC(=O)NCCC2=CC3=CC=CC=C3C=C2	PCNJGBMWAZRVEA-UHFFFAOYSA-N
350	4759-48-2	Isotretinoid	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	SHGAZHPCJJPHSC-UHFFFAOYSA-N
351	NA	NA	CC(C)C(=O)[C@]12C(=O)C(C(=O)C(C1=O)(C[C@@H]([C@@]2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)CC=C(C)C	GQRREYKSPJMLAW-YGNUMJMVSA-N
352	BRD3308	BRD3308	CC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)N	RRJDFENBXIEAPD-UHFFFAOYSA-N
353	NA	NA	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N	XJNAMSNXTNCZQA-UHFFFAOYSA-N
354	Selumetinib	selumetinib	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	CYOHGALHFOKKQC-UHFFFAOYSA-N
355	ouabain	ouabain	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O	LPMXVESGRSUGHW-HBYQJFLCSA-N
356	758679-97-9	758679-97-9	CC1=CC2=C(C=C1C)N(C(=N2)NCCCO)CC(=O)C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C	CYCGGKILBWERDJ-UHFFFAOYSA-N
357	1125758-85-1	1125758-85-1	C[C@@H](C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=C2C=CC=N3	PQYCRDPLPKGSME-AWEZNQCLSA-N
358	paclitaxel	paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C	RCINICONZNJXQF-VAZQATRQSA-N
359	1134156-31-2	1134156-31-2	C1=CC(=CC=C1COC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=C(C(=NC=N4)N)N=C3NCC5=CC(=C(C=C5)Cl)Cl)O)O)C#N	ZXGGCBQORXDVTE-UMCMBGNQSA-N
360	NA	NA	CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@@H](C([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O	MTLMDZJUGDUTCP-YWEFRBEISA-N
361	N-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide	N-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide	C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NS(=O)(=O)C)O[C@H]1CNC)[C@H](C)CO	XOTYHNIEAMYTDW-AHIWAGSCSA-N
362	1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-	1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-	COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O	VFLDPWHFBUODDF-UHFFFAOYSA-N
363	878739-06-1	AZ628	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C	ZGBGPEDJXCYQPH-UHFFFAOYSA-N
364	RUCAPARIB	rucaparib	CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F	HMABYWSNWIZPAG-UHFFFAOYSA-N
365	BIX-01294	BIX-01294	CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC	OSXFATOLZGZLSK-UHFFFAOYSA-N
366	NA	NA	CN(C)CCNC(=O)C1=CC2=C(S1)C3=C(C=CC(=C3)Cl)SC2	XHQLYWYICDKTPJ-UHFFFAOYSA-N
367	Luminespib	Luminespib	CCNC(=O)C1=C(/C(=C/2\C=C(C(=CC2=O)O)C(C)C)/ON1)C3=CC=C(C=C3)CN4CCOCC4	SWDZPNJZKUGIIH-QQTULTPQSA-N
368	CHEMBL258148	CHEMBL258148	CCC1=CC=CC=C1NC(=O)CSC(=O)NNC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)OC(C)(C)C	OTIWAYTTYNFEKL-JOCHJYFZSA-N
369	AGK2	AGK2	C1=CC2=C(C=CC=N2)C(=C1)NC(=O)/C(=C/C3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)/C#N	SVENPFFEMUOOGK-SDNWHVSQSA-N
370	STF-62247	STF-62247	CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3	KATNUHQNJGNLPW-UHFFFAOYSA-N
371	SCHEMBL15444220	SCHEMBL15444220	CN(CCOC1=C(C=C(C=C1OC)/C=C/C(=O)N2C(=O)C=CCC2)OC)CCOC3=C(C=C(C=C3OC)/C=C/C(=O)N4C(=O)C=CCC4)OC	RTMCABLCJUSQFP-QUMQEAAQSA-N
372	1-[(2S,3R)-2-[[cyclohexylmethyl(methyl)amino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-(3,5-dimethyl-4-isoxazolyl)urea	1-[(2S,3R)-2-[[cyclohexylmethyl(methyl)amino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-(3,5-dimethyl-4-isoxazolyl)urea	C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@@H]1CN(C)CC4CCCCC4)[C@@H](C)CO	GCOOUUHDYUHFBZ-UYXZNNOOSA-N
373	CYCLOPAMINE	Cyclopamine	C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1	QASFUMOKHFSJGL-LAFRSMQTSA-N
374	7-[2,6-dimethyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid	7-[2,6-dimethyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)C	QLJODMDSTUBWDW-UHFFFAOYSA-N
375	BRD6708	BRD6708	C[C@@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@@H](C)CO	XHCFGJIATIGRMD-RNDKRWLGSA-N
376	Midostaurin	midostaurin	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC	BMGQWWVMWDBQGC-IIFHNQTCSA-N
377	38748-32-2	38748-32-2	CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C(C5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)C	DFBIRQPKNDILPW-KTGKZQHOSA-N
378	Refametinib	Refametinib	COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)C[C@@H](CO)O)NC3=C(C=C(C=C3)I)F)F)F	RDSACQWTXKSHJT-NSHDSACASA-N
379	SKI II	SKI II	C1=CC(=CC=C1C2=CSC(=N2)NC3=CC=C(C=C3)O)Cl	ZFGXZJKLOFCECI-UHFFFAOYSA-N
380	SpOx1_002925	SpOx1_002925	COCCOC(=O)N1C2=C(C=C(C=C2)C#CCC(C(=O)OC)C(=O)OC)[C@]3(C1=O)[C@@H]([C@H]4C(=O)O[C@@H]([C@@H](N4[C@@H]3C5=CC=CC=C5OCCO)C6=CC=CC=C6)C7=CC=CC=C7)C(=O)NCC=C	BEYMMNWQWYQHRB-IGEPHXAOSA-N
381	NA	NA	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F.CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	UGEQONFMOQWRQW-UHFFFAOYSA-N
382	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F	CHGUALHPYMGTQO-ITKKZUQVSA-N
383	mitomycin C	mitomycin	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N	NWIBSHFKIJFRCO-WUDYKRTCSA-N
384	Axitinib	axitinib	CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4	RITAVMQDGBJQJZ-FMIVXFBMSA-N
385	NA	NA	C1=CC=C2C(=C1)C=CC=C2C(=O)ON=C(CC3=CC=C(C=C3)Cl)N	PDIPALLOXOFUBU-UHFFFAOYSA-N
386	parthenolide	parthenolide	C/C/1=C/CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C	KTEXNACQROZXEV-ZRPLFPEYSA-N
387	Tozasertib	Tozasertib	CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)SC4=CC=C(C=C4)NC(=O)C5CC5	GCIKSSRWRFVXBI-UHFFFAOYSA-N
388	TCMDC-125552	TCMDC-125552	CC1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C4=CC=CC=C4	KISDJXZVLXBGQQ-UHFFFAOYSA-N
389	461054-93-3	461054-93-3	CC(C)C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H](NC3=O)CCC(=O)OC(C)(C)C)C4=C(N2)C=C(C=C4)OC	NXNRAECHCJZNRF-JBACZVJFSA-N
390	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	VXEDFPXYRNOGIJ-XVYLPRMCSA-N
391	N-[(2S,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4-pyridinecarboxamide	N-[(2S,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4-pyridinecarboxamide	C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)O[C@@H]1CN(C)C(=O)NC4=CC=CC5=CC=CC=C54)[C@H](C)CO	LDEMJBAJJXLTPL-INEJIFKHSA-N
392	YK-4-279	YK-4-279	COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O	HLXSCTYHLQHQDJ-UHFFFAOYSA-N
393	VAF347	VAF347	C1=CC(=CC(=C1)Cl)C2=NC(=NC=C2)NC3=CC=C(C=C3)C(F)(F)F	XTKUZTBZRIJTFR-UHFFFAOYSA-N
394	NA	NA	CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C3N=CN=C4N)O)O.C1CC(C1)(C(=O)O)C(=O)O.[Pt]	QFJVMYPTIZGNPD-AXOBPYFFSA-N
395	667463-62-9	667463-62-9	C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO	WNWSUJQVZJJGLF-SQFISAMPSA-N
396	ML083	ML083	COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4	HMGDKYUJSFVHIY-UHFFFAOYSA-N
397	NA	NA	CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	GCBNPFJDFLXQIO-XVYLPRMCSA-N
398	PCI-34051	PCI-34051	COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO	AJRGHIGYPXNABY-UHFFFAOYSA-N
